1519841239;1;Boise;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;1;Manassas;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;1;Singapore_Hqs;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;1;Singapore_300mm_DRAM;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;1;Singapore_300mm_NAND;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;1;Singapore_200mm_NOR;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;1;Catania;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;1;Bangalore;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;American_Falls;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Bliss;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Brownlee;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;C_J_Strike;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Cascade_Dam;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Clear_Lake;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Lower_Malad;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Lower_Salmon;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Salmon_Diesel;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Shoshone_Falls;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Swan_Falls;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Thousand_Springs;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Twin_Falls_(ID);-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Upper_Salmon_A;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Upper_Malad;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Hells_Canyon;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Oxbow_(OR);-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Upper_Salmon_B;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
1519841239;2;Milner_Hydro;-;250;100;Clean Room Manufacturing, R&D;Wed_Feb_28_13:07:19_EST_2018
